Movie Index,User Index,Rating
814,797,5.0
536,428,4.0
446,159,4.0
30,941,5.0
654,328,4.0
171,377,4.0
120,307,3.0
388,931,3.0
99,233,4.0
304,694,3.0
672,617,3.0
792,268,4.0
731,188,2.0
125,539,3.0
95,565,3.0
27,830,3.0
504,12,3.0
701,591,4.0
356,748,4.0
117,542,3.0
270,842,5.0
209,578,3.0
58,882,5.0
46,42,1.0
478,846,3.0
31,665,4.0
514,196,5.0
160,378,2.0
278,732,2.0
228,692,2.0
1093,323,5.0
1059,591,2.0
695,715,2.0
0,760,1.0
440,434,3.0
142,693,4.0
121,715,2.0
749,783,5.0
819,275,3.0
1038,560,3.0
150,576,4.0
760,592,2.0
698,23,3.0
174,81,4.0
180,886,5.0
264,726,4.0
471,483,4.0
215,378,4.0
507,276,4.0
299,939,5.0
146,732,1.0
306,654,3.0
282,362,2.0
478,396,4.0
379,577,3.0
287,811,4.0
479,183,4.0
688,350,4.0
257,434,4.0
109,94,2.0
172,179,5.0
1468,471,4.0
71,261,3.0
677,187,3.0
215,843,5.0
455,173,1.0
422,467,4.0
317,242,4.0
396,726,2.0
450,245,2.0
150,278,4.0
1005,84,3.0
41,550,5.0
565,587,2.0
678,867,3.0
769,822,4.0
240,550,4.0
142,342,4.0
485,188,5.0
133,320,3.0
150,704,3.0
228,787,3.0
51,876,4.0
122,157,3.0
333,588,1.0
134,780,5.0
673,647,3.0
653,685,5.0
753,283,3.0
632,58,3.0
290,524,2.0
429,297,5.0
208,40,4.0
81,920,3.0
719,10,1.0
146,532,1.0
20,881,2.0
257,772,5.0
780,82,4.0
318,84,4.0
1018,559,4.0
429,405,4.0
15,0,5.0
288,882,5.0
31,591,5.0
81,326,2.0
1297,765,3.0
192,560,3.0
1058,44,2.0
1051,91,2.0
282,478,4.0
236,762,3.0
314,209,5.0
401,576,4.0
500,785,4.0
292,459,4.0
49,390,4.0
945,843,3.0
761,364,4.0
504,766,4.0
182,759,2.0
682,403,4.0
983,165,5.0
49,20,3.0
366,343,5.0
482,150,5.0
426,302,4.0
188,653,4.0
180,652,4.0
311,868,2.0
301,511,4.0
120,494,5.0
94,576,5.0
780,683,3.0
31,330,4.0
405,848,4.0
718,649,3.0
976,471,3.0
312,29,5.0
321,722,2.0
99,250,4.0
272,157,3.0
645,616,4.0
272,633,3.0
260,299,3.0
325,716,3.0
315,84,3.0
1470,895,1.0
440,108,2.0
82,830,4.0
627,221,5.0
121,937,1.0
581,400,4.0
923,816,3.0
1133,868,1.0
384,200,2.0
317,270,5.0
81,910,2.0
140,757,4.0
6,43,5.0
91,296,3.0
1219,200,2.0
97,206,4.0
731,233,2.0
49,402,5.0
753,573,4.0
126,842,2.0
352,586,2.0
254,704,5.0
312,809,5.0
272,373,2.0
116,300,5.0
175,12,3.0
55,326,2.0
481,787,4.0
1387,479,4.0
0,678,3.0
824,65,3.0
742,763,1.0
593,6,3.0
1084,838,5.0
490,566,3.0
54,879,3.0
0,431,2.0
75,231,3.0
214,242,3.0
495,733,5.0
24,17,3.0
405,373,3.0
590,302,4.0
1294,893,3.0
256,298,2.0
312,770,3.0
281,941,5.0
299,180,3.0
300,191,4.0
1019,931,5.0
52,415,2.0
42,499,3.0
910,682,3.0
13,732,5.0
404,576,3.0
886,353,4.0
1137,143,4.0
1642,900,5.0
483,150,4.0
487,567,5.0
20,300,2.0
880,879,4.0
91,523,4.0
194,795,5.0
842,275,4.0
280,896,4.0
338,421,2.0
1052,449,3.0
377,881,5.0
1127,180,1.0
77,0,1.0
187,465,3.0
47,456,5.0
302,328,4.0
120,714,4.0
173,495,4.0
236,183,4.0
1217,313,4.0
671,392,3.0
239,533,5.0
31,415,2.0
96,253,5.0
180,579,5.0
275,40,2.0
146,288,3.0
1073,398,4.0
483,384,4.0
152,846,4.0
780,269,5.0
359,3,5.0
1406,599,2.0
116,804,3.0
403,6,5.0
142,665,2.0
287,25,4.0
345,873,3.0
212,567,4.0
22,649,3.0
155,664,5.0
76,185,5.0
224,834,2.0
972,652,2.0
268,305,5.0
683,331,5.0
426,473,5.0
583,624,3.0
64,767,4.0
94,806,4.0
402,843,3.0
254,102,5.0
872,634,3.0
494,766,4.0
768,405,1.0
172,578,5.0
497,233,5.0
171,933,5.0
116,42,4.0
126,107,4.0
404,502,3.0
53,441,3.0
116,805,2.0
741,503,4.0
221,714,3.0
249,789,5.0
283,177,4.0
120,197,3.0
8,31,3.0
49,640,3.0
322,167,3.0
134,117,5.0
97,931,5.0
173,373,5.0
200,773,2.0
199,456,5.0
410,892,3.0
473,775,5.0
728,406,4.0
299,681,2.0
212,820,5.0
168,213,4.0
482,861,5.0
189,416,5.0
208,248,5.0
474,197,4.0
309,750,3.0
8,255,4.0
474,258,5.0
457,25,3.0
500,486,4.0
753,323,5.0
454,456,4.0
229,832,1.0
99,71,5.0
51,233,4.0
167,877,4.0
1056,144,1.0
49,380,5.0
117,120,2.0
21,886,5.0
653,670,3.0
478,453,4.0
301,404,4.0
232,109,4.0
178,434,5.0
27,542,4.0
274,388,5.0
795,845,1.0
139,504,4.0
684,441,2.0
957,638,4.0
904,392,3.0
57,344,4.0
1500,757,3.0
1119,900,4.0
526,534,3.0
278,184,4.0
498,765,3.0
577,550,5.0
318,790,2.0
353,98,2.0
49,212,5.0
242,649,2.0
190,153,4.0
47,693,4.0
248,482,2.0
473,153,5.0
780,877,1.0
188,478,2.0
432,541,3.0
3,434,4.0
261,893,4.0
1599,781,3.0
279,127,1.0
430,404,3.0
507,757,4.0
277,893,4.0
111,81,1.0
1006,936,4.0
270,118,4.0
558,658,1.0
96,906,5.0
201,22,3.0
225,536,2.0
41,912,3.0
167,398,3.0
596,698,3.0
384,756,3.0
194,63,5.0
715,794,3.0
830,416,2.0
661,209,2.0
268,111,3.0
314,190,5.0
134,249,5.0
81,642,3.0
968,386,3.0
490,291,4.0
30,876,4.0
136,638,3.0
672,654,3.0
263,326,2.0
32,888,5.0
1015,264,3.0
945,274,3.0
178,300,3.0
155,631,3.0
771,326,3.0
227,663,4.0
169,877,4.0
8,325,1.0
1135,654,2.0
789,267,2.0
618,386,1.0
66,434,4.0
1131,446,3.0
582,48,4.0
432,338,4.0
980,20,2.0
267,666,3.0
147,626,3.0
181,558,4.0
30,487,4.0
214,377,4.0
126,102,4.0
886,772,2.0
11,609,5.0
767,576,3.0
956,17,3.0
176,915,3.0
191,523,4.0
288,409,1.0
169,555,4.0
182,405,5.0
741,255,5.0
268,106,5.0
929,851,3.0
430,326,3.0
967,649,4.0
1243,478,3.0
422,55,5.0
28,599,2.0
198,628,5.0
300,746,1.0
288,790,4.0
647,124,4.0
474,536,4.0
285,111,4.0
254,0,2.0
1024,643,4.0
690,8,5.0
173,870,5.0
237,757,5.0
320,112,3.0
232,393,3.0
565,410,4.0
552,187,4.0
415,58,3.0
537,424,2.0
392,523,3.0
323,23,5.0
738,243,3.0
303,74,2.0
346,514,3.0
171,42,4.0
207,243,5.0
76,129,5.0
692,193,4.0
916,750,2.0
116,108,5.0
195,98,4.0
608,279,4.0
934,781,2.0
247,415,5.0
179,748,4.0
126,487,4.0
212,565,5.0
425,756,3.0
81,652,4.0
212,6,3.0
474,906,3.0
314,541,4.0
427,665,3.0
49,230,4.0
708,304,5.0
499,164,3.0
479,17,4.0
272,362,3.0
694,217,3.0
178,338,5.0
97,882,3.0
93,388,2.0
1032,373,4.0
1077,750,3.0
541,681,2.0
446,94,2.0
152,17,4.0
581,294,5.0
635,689,4.0
172,502,5.0
131,0,4.0
327,508,1.0
401,527,4.0
78,876,4.0
194,600,3.0
287,861,5.0
457,159,5.0
409,585,3.0
378,708,3.0
355,898,2.0
24,803,4.0
318,838,1.0
1043,292,2.0
0,676,4.0
415,746,5.0
242,518,1.0
96,151,5.0
590,609,3.0
440,253,3.0
1063,658,5.0
516,209,4.0
375,290,3.0
94,101,4.0
377,341,4.0
1100,304,4.0
514,891,5.0
221,675,4.0
99,382,4.0
173,90,5.0
1209,269,5.0
287,109,4.0
186,236,3.0
489,58,4.0
418,755,3.0
1138,428,2.0
87,711,4.0
602,296,5.0
126,647,3.0
22,236,4.0
804,285,3.0
0,533,5.0
267,914,5.0
467,435,4.0
240,248,5.0
416,654,2.0
52,497,4.0
520,384,3.0
1008,222,1.0
175,416,5.0
711,345,3.0
257,710,4.0
510,875,5.0
82,12,2.0
124,503,4.0
877,608,1.0
581,256,5.0
149,373,4.0
520,268,4.0
42,553,3.0
94,653,4.0
510,362,4.0
215,652,3.0
409,441,4.0
95,912,5.0
268,716,5.0
128,176,3.0
155,342,4.0
16,300,4.0
320,226,3.0
528,502,2.0
315,882,5.0
409,180,1.0
501,658,4.0
150,43,4.0
154,372,4.0
152,837,4.0
49,633,4.0
708,918,3.0
258,31,2.0
632,307,4.0
1098,843,2.0
256,346,4.0
203,24,5.0
650,215,5.0
294,328,4.0
182,297,3.0
65,307,4.0
814,83,4.0
678,196,1.0
24,449,3.0
947,278,3.0
580,692,3.0
464,470,5.0
401,621,3.0
180,246,4.0
692,327,2.0
168,166,1.0
724,278,4.0
331,826,3.0
618,437,4.0
322,328,2.0
185,879,4.0
226,27,4.0
311,98,2.0
930,471,2.0
311,817,2.0
176,307,5.0
385,845,3.0
418,261,3.0
173,349,5.0
331,771,4.0
929,346,2.0
221,677,3.0
239,341,3.0
653,150,4.0
186,473,5.0
1008,584,5.0
182,605,5.0
234,12,2.0
944,453,3.0
54,631,2.0
747,35,4.0
299,417,3.0
741,157,4.0
11,420,5.0
429,24,4.0
455,664,4.0
193,231,4.0
23,434,4.0
43,532,4.0
636,6,4.0
160,333,3.0
688,879,4.0
657,285,5.0
361,514,4.0
779,302,5.0
64,266,4.0
475,760,2.0
298,723,1.0
55,61,5.0
241,627,5.0
648,327,3.0
631,654,3.0
929,594,2.0
149,654,3.0
472,842,2.0
234,140,1.0
23,384,3.0
153,605,3.0
97,663,4.0
259,492,1.0
55,337,3.0
714,710,4.0
843,657,3.0
670,600,4.0
142,122,5.0
306,513,4.0
209,487,4.0
894,200,3.0
247,392,4.0
841,415,4.0
31,298,3.0
955,536,4.0
577,101,2.0
651,415,4.0
722,10,5.0
467,325,3.0
228,825,4.0
3,711,4.0
285,242,4.0
311,407,3.0
98,711,4.0
230,91,3.0
142,806,4.0
0,829,4.0
822,49,3.0
646,408,5.0
117,453,4.0
33,93,1.0
6,341,4.0
203,647,5.0
483,6,5.0
561,428,2.0
426,404,5.0
268,929,4.0
365,200,2.0
78,454,4.0
164,839,5.0
299,28,3.0
549,804,3.0
612,814,5.0
557,654,4.0
153,76,5.0
193,247,4.0
537,196,3.0
661,697,2.0
1439,392,3.0
507,419,3.0
479,338,5.0
332,620,4.0
459,180,1.0
131,41,5.0
46,263,5.0
283,741,3.0
493,397,3.0
66,641,4.0
685,378,4.0
97,629,5.0
192,12,5.0
53,737,3.0
683,414,3.0
242,720,3.0
654,582,5.0
275,298,4.0
750,701,4.0
863,824,3.0
297,677,3.0
508,847,4.0
377,664,3.0
269,625,2.0
1040,255,4.0
248,660,3.0
293,328,2.0
98,733,4.0
257,749,3.0
233,270,5.0
522,47,5.0
608,325,3.0
28,708,3.0
56,200,4.0
279,517,4.0
287,784,3.0
154,565,2.0
203,540,4.0
356,616,4.0
99,737,2.0
299,849,5.0
258,172,3.0
855,451,4.0
646,311,5.0
164,931,4.0
1073,659,1.0
1162,499,1.0
203,249,2.0
245,888,4.0
401,520,3.0
96,797,1.0
190,692,2.0
543,732,1.0
696,886,1.0
221,14,3.0
1205,652,3.0
186,879,5.0
63,176,4.0
326,101,2.0
273,836,4.0
287,801,3.0
204,760,4.0
894,918,4.0
505,59,5.0
509,544,3.0
239,885,3.0
270,42,3.0
1336,392,3.0
929,652,4.0
195,338,4.0
98,746,5.0
405,37,2.0
287,322,3.0
120,668,3.0
517,81,4.0
238,292,3.0
16,870,3.0
1205,915,2.0
762,268,1.0
155,547,5.0
646,847,5.0
269,170,4.0
386,255,4.0
64,536,3.0
139,147,1.0
230,279,3.0
318,213,3.0
925,653,4.0
279,242,1.0
840,937,3.0
143,296,3.0
343,563,4.0
583,877,4.0
402,726,4.0
62,845,3.0
211,757,4.0
320,662,5.0
470,660,4.0
41,522,3.0
526,94,4.0
354,129,4.0
628,649,3.0
63,600,4.0
731,289,4.0
8,119,4.0
1297,311,5.0
978,853,4.0
688,327,5.0
985,206,3.0
566,616,2.0
236,604,3.0
287,434,4.0
490,233,4.0
647,451,4.0
53,109,4.0
689,430,3.0
526,889,4.0
233,449,3.0
749,379,4.0
687,20,1.0
133,183,5.0
62,726,2.0
294,498,2.0
67,362,2.0
117,377,4.0
567,428,3.0
86,377,4.0
675,619,3.0
1263,292,3.0
1412,275,1.0
416,540,4.0
272,343,4.0
332,90,5.0
277,400,4.0
123,879,5.0
170,762,3.0
207,455,4.0
105,592,2.0
96,747,4.0
143,704,3.0
1149,331,3.0
254,100,4.0
116,232,3.0
300,729,1.0
1062,127,2.0
207,86,5.0
282,879,3.0
265,938,2.0
227,86,5.0
69,404,3.0
123,490,5.0
284,200,4.0
692,373,5.0
57,362,3.0
219,539,3.0
739,81,2.0
292,421,3.0
260,501,2.0
265,723,1.0
467,250,2.0
280,177,3.0
126,9,5.0
187,71,4.0
846,606,4.0
686,172,1.0
550,366,3.0
19,372,2.0
509,292,3.0
747,695,1.0
272,105,3.0
201,452,4.0
113,147,5.0
217,915,3.0
259,924,3.0
779,21,1.0
326,893,4.0
844,592,3.0
72,592,2.0
280,777,2.0
322,398,1.0
747,825,4.0
331,111,4.0
1069,150,4.0
132,847,4.0
496,17,4.0
747,413,3.0
701,405,3.0
417,912,3.0
241,616,3.0
581,160,1.0
146,276,4.0
1053,707,3.0
287,541,2.0
747,257,5.0
630,867,4.0
185,536,4.0
272,394,2.0
131,567,2.0
233,822,4.0
12,212,4.0
136,233,3.0
610,654,3.0
777,920,3.0
477,612,5.0
590,631,4.0
259,463,2.0
215,641,3.0
50,866,3.0
332,355,5.0
288,333,3.0
647,766,4.0
588,787,5.0
727,144,2.0
194,520,4.0
581,194,4.0
996,647,1.0
194,558,3.0
672,477,3.0
159,302,4.0
549,639,4.0
202,84,5.0
22,159,5.0
960,342,4.0
216,681,4.0
274,320,4.0
22,536,4.0
10,895,2.0
1040,540,3.0
155,600,4.0
425,471,4.0
163,243,3.0
207,388,5.0
446,710,4.0
180,71,1.0
981,726,4.0
430,285,5.0
203,757,4.0
292,292,4.0
297,688,4.0
233,603,5.0
542,503,4.0
426,304,5.0
627,909,1.0
341,364,2.0
89,903,2.0
558,449,3.0
741,65,5.0
120,19,3.0
691,144,2.0
293,39,4.0
1021,203,5.0
440,726,2.0
889,368,3.0
1264,654,3.0
1016,421,4.0
285,175,2.0
240,61,1.0
771,114,4.0
107,0,5.0
546,633,4.0
299,534,3.0
657,794,2.0
176,818,4.0
374,221,1.0
877,125,5.0
739,590,4.0
304,674,4.0
669,302,2.0
178,360,4.0
517,663,4.0
747,845,3.0
366,157,4.0
24,265,3.0
283,17,3.0
55,0,4.0
575,378,4.0
171,599,4.0
482,710,5.0
167,478,5.0
133,654,4.0
1046,702,3.0
193,267,4.0
180,486,4.0
48,416,3.0
635,891,4.0
174,386,5.0
777,773,5.0
755,871,4.0
2,794,2.0
484,693,4.0
94,91,3.0
794,531,2.0
704,693,5.0
747,163,5.0
428,923,4.0
1046,789,3.0
43,129,4.0
323,386,4.0
894,530,2.0
120,187,4.0
47,12,5.0
510,7,5.0
201,504,3.0
873,654,4.0
541,253,3.0
868,415,3.0
549,629,3.0
21,538,3.0
81,243,3.0
183,794,4.0
229,134,3.0
268,731,5.0
659,644,3.0
285,371,5.0
1,829,3.0
418,393,5.0
495,757,3.0
8,184,4.0
28,12,2.0
1033,726,2.0
49,477,3.0
293,513,3.0
197,906,5.0
253,183,2.0
499,746,4.0
269,176,1.0
567,942,3.0
684,331,4.0
63,109,4.0
654,346,5.0
581,307,3.0
258,781,1.0
267,450,2.0
1134,275,4.0
339,125,5.0
503,235,3.0
1352,180,1.0
147,292,1.0
628,187,4.0
214,312,4.0
462,746,3.0
891,591,1.0
199,333,4.0
256,648,5.0
21,89,4.0
765,935,3.0
826,641,1.0
392,261,2.0
922,706,5.0
670,388,5.0
738,91,2.0
526,513,4.0
844,464,4.0
623,933,4.0
81,262,4.0
402,455,2.0
722,654,3.0
116,226,2.0
1065,193,3.0
157,292,2.0
122,794,4.0
293,356,4.0
895,326,5.0
314,204,4.0
1081,591,3.0
404,471,5.0
203,907,4.0
155,398,3.0
677,413,1.0
234,755,3.0
557,616,3.0
447,603,5.0
613,449,4.0
192,306,3.0
844,553,3.0
674,536,3.0
287,142,5.0
1010,500,4.0
225,795,3.0
471,275,3.0
662,333,5.0
778,599,2.0
300,939,3.0
479,867,4.0
875,299,5.0
192,898,3.0
227,428,2.0
172,675,5.0
98,6,5.0
126,942,5.0
21,396,4.0
318,298,3.0
161,434,1.0
293,678,1.0
312,415,5.0
37,91,3.0
78,24,4.0
167,605,5.0
171,176,5.0
807,681,4.0
70,839,3.0
1209,863,2.0
190,43,4.0
970,94,3.0
918,469,3.0
248,549,4.0
1070,268,2.0
804,654,2.0
310,802,5.0
596,173,3.0
487,17,3.0
185,157,3.0
759,886,5.0
675,850,3.0
240,182,4.0
185,552,3.0
650,822,5.0
180,264,2.0
216,795,4.0
410,446,2.0
538,547,2.0
229,473,3.0
1135,327,4.0
270,32,4.0
275,177,3.0
561,681,2.0
66,93,3.0
158,681,3.0
579,505,3.0
356,861,3.0
474,408,4.0
346,384,3.0
78,566,2.0
231,649,3.0
302,445,2.0
788,362,4.0
172,638,1.0
210,86,5.0
51,278,3.0
300,936,1.0
1203,451,4.0
747,790,3.0
613,534,5.0
647,907,4.0
282,342,4.0
512,931,5.0
64,338,4.0
526,296,5.0
82,917,4.0
131,494,4.0
207,747,4.0
264,915,4.0
229,931,4.0
187,37,2.0
277,44,3.0
1008,594,4.0
175,248,4.0
760,129,3.0
151,6,4.0
655,912,3.0
95,6,5.0
738,456,4.0
431,147,5.0
508,449,4.0
738,486,2.0
567,69,3.0
109,0,1.0
1220,654,3.0
71,327,3.0
57,467,4.0
654,617,4.0
329,103,1.0
133,477,2.0
716,120,5.0
312,399,5.0
350,434,2.0
182,915,4.0
461,827,3.0
194,693,4.0
804,326,4.0
315,615,4.0
149,773,1.0
848,221,4.0
304,106,4.0
346,850,5.0
1010,915,4.0
785,275,3.0
472,274,3.0
185,861,3.0
94,901,4.0
327,543,3.0
78,672,5.0
473,424,4.0
507,912,3.0
142,268,3.0
372,621,1.0
22,302,5.0
407,864,5.0
211,491,3.0
163,269,5.0
46,590,3.0
712,278,3.0
116,327,4.0
128,662,3.0
777,867,2.0
448,942,1.0
10,36,4.0
299,192,4.0
78,803,4.0
522,458,4.0
653,803,3.0
530,405,3.0
1132,253,3.0
1030,404,1.0
877,470,4.0
6,744,4.0
738,759,4.0
161,642,3.0
271,392,4.0
681,286,4.0
196,456,5.0
168,17,5.0
635,715,2.0
300,419,3.0
327,618,1.0
881,353,4.0
789,12,2.0
929,392,3.0
331,767,4.0
948,513,3.0
202,504,4.0
224,160,1.0
87,289,4.0
117,909,3.0
126,187,4.0
451,531,5.0
227,157,5.0
1216,434,3.0
71,587,4.0
252,580,5.0
194,785,4.0
1470,269,4.0
18,912,5.0
20,485,3.0
391,55,4.0
281,193,3.0
492,59,5.0
747,520,3.0
507,532,4.0
316,372,4.0
110,568,3.0
633,302,3.0
654,662,4.0
189,828,4.0
120,51,4.0
175,397,4.0
171,675,5.0
356,772,4.0
8,942,3.0
172,617,3.0
392,641,5.0
747,678,4.0
684,136,5.0
1106,61,1.0
97,545,5.0
315,279,5.0
180,120,5.0
1007,788,4.0
63,523,2.0
49,41,5.0
151,378,5.0
232,496,2.0
97,215,5.0
24,879,4.0
232,338,1.0
1020,384,5.0
881,694,4.0
1437,377,3.0
163,495,3.0
327,796,2.0
210,108,5.0
229,932,3.0
124,922,4.0
947,796,1.0
124,6,4.0
63,400,3.0
803,86,3.0
338,615,3.0
404,56,4.0
299,334,5.0
24,851,3.0
339,627,5.0
1120,84,3.0
99,776,1.0
306,442,3.0
209,12,3.0
1196,760,3.0
512,332,4.0
703,404,2.0
731,869,2.0
684,915,2.0
174,96,5.0
52,366,4.0
106,493,4.0
830,665,2.0
453,200,2.0
128,360,4.0
432,536,4.0
731,494,4.0
8,681,3.0
1114,697,2.0
264,637,5.0
585,312,2.0
1015,65,3.0
92,88,2.0
1557,408,5.0
273,118,4.0
273,343,2.0
1229,300,1.0
221,138,3.0
928,647,4.0
194,541,3.0
123,721,4.0
477,839,3.0
1113,279,4.0
650,498,4.0
228,289,3.0
602,58,5.0
199,5,3.0
714,342,5.0
892,514,1.0
311,930,4.0
213,436,4.0
594,902,2.0
181,818,4.0
287,760,4.0
317,765,5.0
92,444,1.0
330,465,5.0
674,566,4.0
412,365,4.0
92,500,4.0
525,10,3.0
116,285,2.0
447,27,4.0
31,321,5.0
24,833,3.0
273,746,4.0
174,659,3.0
884,465,2.0
63,398,3.0
763,180,1.0
184,37,2.0
299,450,4.0
225,436,1.0
208,97,2.0
750,795,5.0
162,933,4.0
171,90,4.0
356,932,4.0
135,415,5.0
85,480,5.0
587,41,5.0
215,757,4.0
1008,446,4.0
930,292,1.0
203,814,4.0
551,302,2.0
328,668,1.0
37,333,2.0
51,320,3.0
886,895,2.0
844,487,3.0
142,329,5.0
0,466,4.0
156,43,4.0
293,387,4.0
876,540,1.0
208,217,5.0
61,196,2.0
202,853,4.0
269,327,2.0
122,416,2.0
1015,781,3.0
1224,243,2.0
345,145,4.0
742,300,2.0
1094,66,4.0
126,291,5.0
284,918,5.0
645,307,5.0
1283,633,3.0
160,692,3.0
814,662,4.0
467,536,2.0
373,4,3.0
274,84,3.0
167,324,3.0
1024,757,3.0
284,270,4.0
429,171,3.0
418,428,4.0
30,129,4.0
487,307,4.0
471,836,3.0
264,235,2.0
1110,499,4.0
708,853,4.0
6,221,5.0
490,238,5.0
236,234,4.0
939,362,2.0
75,787,3.0
674,12,5.0
874,528,4.0
210,537,4.0
402,300,4.0
832,56,4.0
844,177,4.0
285,85,3.0
18,226,4.0
432,726,5.0
530,333,5.0
408,499,4.0
433,197,3.0
221,469,3.0
631,372,3.0
947,720,1.0
666,832,1.0
1088,428,2.0
968,640,4.0
136,311,3.0
987,167,2.0
1628,654,3.0
548,869,2.0
3,279,3.0
426,5,4.0
188,267,4.0
123,265,4.0
398,550,3.0
169,638,4.0
209,69,4.0
190,565,4.0
688,696,4.0
27,478,4.0
270,157,4.0
782,151,4.0
175,932,3.0
1,843,4.0
473,685,5.0
726,536,2.0
708,143,4.0
296,143,4.0
662,384,4.0
37,900,3.0
549,483,4.0
801,895,2.0
333,874,4.0
453,453,3.0
895,667,4.0
248,226,2.0
990,547,1.0
201,335,1.0
427,379,3.0
422,537,4.0
675,753,3.0
897,723,1.0
180,160,2.0
1027,517,3.0
595,188,3.0
3,298,3.0
92,78,2.0
3,58,4.0
20,434,4.0
543,448,3.0
283,726,3.0
88,536,4.0
72,942,3.0
331,173,5.0
280,212,4.0
10,373,4.0
475,373,2.0
27,42,4.0
190,147,1.0
1009,275,3.0
1114,462,4.0
966,345,2.0
621,715,3.0
442,255,3.0
69,333,3.0
769,331,3.0
750,10,2.0
311,655,1.0
558,108,3.0
98,307,4.0
236,73,4.0
1298,795,2.0
14,833,4.0
473,381,5.0
95,745,4.0
288,485,3.0
14,348,4.0
473,187,4.0
28,386,1.0
814,364,3.0
549,319,5.0
283,1,4.0
630,895,2.0
795,313,2.0
54,143,4.0
79,221,2.0
1050,156,4.0
306,667,4.0
209,534,5.0
653,490,5.0
287,392,3.0
293,486,4.0
1016,150,2.0
553,86,4.0
832,76,1.0
92,156,3.0
217,641,3.0
1127,434,2.0
97,101,4.0
357,830,2.0
300,403,3.0
751,444,1.0
93,632,4.0
107,458,1.0
317,310,5.0
749,175,4.0
532,706,5.0
239,496,4.0
595,769,4.0
462,386,4.0
708,526,5.0
135,899,2.0
297,248,4.0
692,404,2.0
11,726,5.0
486,845,4.0
201,794,3.0
845,100,3.0
229,196,4.0
108,545,5.0
944,665,4.0
1134,327,1.0
279,598,5.0
232,845,5.0
179,834,5.0
854,143,4.0
185,888,5.0
545,791,3.0
189,920,2.0
225,406,3.0
194,777,4.0
320,208,4.0
1066,215,5.0
476,464,4.0
258,523,3.0
235,180,1.0
61,637,3.0
23,197,2.0
327,190,3.0
490,886,2.0
1590,404,1.0
180,504,3.0
1135,415,4.0
109,542,2.0
548,302,3.0
214,550,4.0
309,660,2.0
55,390,5.0
471,331,3.0
300,14,4.0
741,653,4.0
553,362,1.0
233,600,1.0
184,374,5.0
513,296,3.0
210,473,5.0
835,923,3.0
143,446,5.0
41,135,3.0
1148,804,4.0
279,192,4.0
331,514,3.0
345,220,5.0
3,388,4.0
282,397,3.0
727,576,3.0
495,310,5.0
430,886,3.0
930,180,1.0
275,662,3.0
281,718,4.0
372,757,4.0
955,537,3.0
301,808,5.0
171,685,4.0
654,372,5.0
175,415,4.0
301,654,4.0
268,333,3.0
134,186,4.0
978,302,4.0
180,93,4.0
12,893,4.0
259,815,3.0
637,552,3.0
299,429,3.0
203,10,3.0
427,400,4.0
236,446,4.0
261,172,4.0
880,888,3.0
1208,91,1.0
125,568,5.0
187,346,5.0
1008,48,3.0
63,187,5.0
27,15,5.0
170,448,4.0
65,234,2.0
229,59,4.0
381,454,3.0
65,869,4.0
81,888,4.0
958,307,3.0
644,832,3.0
1042,619,4.0
215,150,4.0
568,726,2.0
684,373,4.0
172,748,5.0
909,654,3.0
754,535,4.0
131,435,1.0
741,652,3.0
130,523,5.0
661,22,3.0
1182,392,3.0
390,362,2.0
516,706,3.0
1548,654,2.0
327,407,2.0
409,452,4.0
95,531,5.0
287,486,4.0
281,653,3.0
475,707,3.0
22,692,4.0
78,213,4.0
608,536,3.0
392,881,4.0
535,342,4.0
1437,268,3.0
162,931,4.0
744,312,3.0
726,436,3.0
814,587,4.0
65,124,5.0
767,797,4.0
630,646,4.0
202,710,4.0
190,863,4.0
274,57,5.0
526,523,5.0
819,108,3.0
741,621,3.0
451,255,4.0
718,803,3.0
122,915,3.0
123,328,5.0
747,442,4.0
627,626,4.0
69,861,4.0
356,787,4.0
84,803,4.0
462,478,4.0
827,886,3.0
635,441,5.0
234,838,4.0
472,891,3.0
63,143,5.0
408,428,2.0
94,863,5.0
719,345,2.0
677,811,4.0
747,707,4.0
1283,636,1.0
494,24,4.0
719,709,3.0
209,384,1.0
288,9,4.0
245,138,4.0
127,157,2.0
240,233,2.0
734,690,5.0
731,837,4.0
170,492,5.0
157,0,3.0
696,317,5.0
175,229,4.0
609,253,2.0
292,734,3.0
200,670,3.0
940,193,2.0
201,231,4.0
32,398,3.0
741,180,4.0
384,456,4.0
422,536,2.0
16,63,3.0
487,560,4.0
959,57,4.0
159,159,5.0
315,819,3.0
1257,338,3.0
807,313,4.0
194,13,5.0
810,298,4.0
649,233,3.0
745,644,4.0
322,619,5.0
172,213,4.0
150,663,4.0
523,658,4.0
134,416,3.0
1205,109,3.0
58,194,3.0
582,223,1.0
310,12,3.0
747,255,4.0
684,313,4.0
1271,206,3.0
427,408,4.0
494,397,4.0
61,550,5.0
93,652,2.0
318,664,4.0
257,486,5.0
613,668,4.0
61,21,4.0
587,685,4.0
433,307,4.0
195,339,4.0
153,342,5.0
433,63,4.0
347,310,4.0
69,622,4.0
1,895,3.0
134,177,2.0
312,406,4.0
128,922,5.0
147,918,3.0
596,617,4.0
293,9,3.0
90,338,5.0
213,467,5.0
160,867,2.0
227,843,3.0
1463,424,2.0
69,207,3.0
567,710,3.0
522,775,4.0
30,434,5.0
81,82,5.0
70,849,5.0
162,12,3.0
